0.00034222 ,0.00010386 ,0.00000462 ,-0.00004411 ,0.00002632 ,0.00005712 ,0.00006178 ,-0.00005716 ,0.00004130 ,0.00006463 ,0.00013527 ,0.00001426 ,0.00017086 ,0.00000052 ,0.00004702 ,0.00008249 ,-0.00000807 ,0.00000413 ,0.00001354 ,0.00003023 ,0.00025758 ,0.00006947 ,0.00010852 ,-0.00002460 ,0.00003700 ,0.00009072 ,0.00022371 ,-0.00000263 ,0.00001775 ,0.00002320 ,0.00003434 ,0.00008303 ,-0.00001944 ,0.00007559 ,-0.00004407 ,0.00005720 ,-0.00001703 ,0.00008040 ,0.00000540 ,-0.00001151 ,0.00008605 ,0.00010873 ,-0.00002970 ,-0.00006336 ,0.00000615 ,0.00006770 ,0.00011582 ,0.00001964 
0.00010386 ,0.00029897 ,0.00001539 ,0.00007332 ,0.00000137 ,0.00010971 ,0.00010252 ,0.00006328 ,0.00011172 ,0.00006794 ,0.00027827 ,0.00011066 ,0.00026118 ,0.00002346 ,0.00020969 ,0.00002220 ,0.00003993 ,0.00001290 ,0.00001482 ,0.00009793 ,0.00035919 ,0.00018278 ,0.00012579 ,0.00004200 ,0.00011130 ,0.00008075 ,0.00062969 ,0.00006954 ,0.00004947 ,0.00004542 ,0.00009452 ,0.00025757 ,0.00000178 ,0.00000980 ,0.00003913 ,0.00011481 ,0.00002269 ,0.00019373 ,0.00007376 ,0.00000374 ,0.00006017 ,0.00011280 ,0.00002483 ,0.00013282 ,0.00001411 ,0.00014113 ,0.00030335 ,0.00009498 
0.00000462 ,0.00001539 ,0.00003504 ,0.00006412 ,0.00005017 ,-0.00002007 ,0.00004279 ,0.00003505 ,0.00006215 ,-0.00002125 ,0.00002070 ,0.00004840 ,-0.00003605 ,0.00003602 ,0.00003728 ,0.00000770 ,0.00003156 ,0.00003054 ,0.00003190 ,0.00002082 ,-0.00004156 ,0.00005164 ,-0.00001337 ,0.00000071 ,0.00002292 ,0.00001833 ,0.00006980 ,0.00004154 ,0.00004222 ,-0.00002219 ,0.00002435 ,0.00002287 ,0.00004431 ,-0.00002058 ,0.00003243 ,0.00000396 ,0.00000555 ,0.00004560 ,0.00003827 ,0.00001583 ,0.00003241 ,0.00000355 ,0.00004109 ,0.00005340 ,0.00002773 ,-0.00002045 ,0.00003876 ,0.00004609 
-0.00004411 ,0.00007332 ,0.00006412 ,0.00090192 ,0.00001946 ,0.00024014 ,0.00022742 ,0.00012035 ,0.00037058 ,0.00005239 ,0.00035872 ,0.00020030 ,0.00025396 ,0.00008507 ,0.00037799 ,0.00015882 ,0.00007216 ,0.00005342 ,0.00005936 ,0.00001192 ,0.00051799 ,0.00011235 ,0.00011834 ,-0.00000761 ,0.00003909 ,0.00002768 ,0.00051872 ,0.00021607 ,0.00005173 ,0.00009295 ,0.00003353 ,0.00032411 ,0.00005351 ,0.00008359 ,0.00013742 ,0.00019701 ,0.00007693 ,0.00018320 ,0.00014042 ,0.00009783 ,0.00003920 ,-0.00010529 ,0.00001544 ,0.00017932 ,0.00005667 ,0.00005623 ,0.00018391 ,0.00023446 
0.00002632 ,0.00000137 ,0.00005017 ,0.00001946 ,0.00019393 ,0.00002803 ,0.00011010 ,0.00008480 ,0.00009290 ,-0.00002077 ,0.00003626 ,0.00008771 ,-0.00005330 ,0.00005038 ,-0.00000738 ,-0.00002247 ,0.00005464 ,0.00006304 ,0.00007998 ,0.00005401 ,-0.00020377 ,0.00012601 ,-0.00016992 ,0.00005039 ,0.00006904 ,0.00005381 ,-0.00004847 ,0.00007562 ,0.00007407 ,-0.00001337 ,0.00003490 ,0.00004029 ,0.00013431 ,0.00000394 ,0.00004671 ,-0.00001365 ,0.00001347 ,0.00009097 ,0.00007783 ,0.00000126 ,0.00000829 ,-0.00002927 ,0.00010981 ,0.00008925 ,0.00004333 ,-0.00006037 ,0.00012610 ,0.00008629 
0.00005712 ,0.00010971 ,-0.00002007 ,0.00024014 ,0.00002803 ,0.00042852 ,0.00004916 ,0.00002489 ,0.00002376 ,0.00019884 ,0.00005522 ,0.00000271 ,0.00008826 ,-0.00002839 ,0.00013173 ,0.00003078 ,-0.00003098 ,-0.00001713 ,0.00001242 ,0.00005070 ,0.00015131 ,0.00009489 ,0.00000540 ,0.00009173 ,0.00006798 ,0.00002172 ,-0.00017202 ,0.00004191 ,-0.00001843 ,0.00025276 ,0.00002219 ,0.00007775 ,0.00004038 ,0.00015857 ,-0.00000549 ,0.00005062 ,-0.00000221 ,0.00006967 ,0.00006214 ,-0.00003533 ,-0.00009160 ,-0.00005397 ,0.00001057 ,0.00001917 ,-0.00003753 ,0.00005089 ,0.00003269 ,0.00003254 
0.00006178 ,0.00010252 ,0.00004279 ,0.00022742 ,0.00011010 ,0.00004916 ,0.00023639 ,0.00009336 ,0.00028738 ,0.00000004 ,0.00036707 ,0.00018913 ,0.00014105 ,0.00006643 ,0.00007241 ,0.00008519 ,0.00007532 ,0.00005689 ,0.00007772 ,0.00006608 ,0.00020896 ,0.00019025 ,-0.00001179 ,0.00005671 ,0.00009527 ,0.00011238 ,0.00048315 ,0.00015757 ,0.00008433 ,-0.00001432 ,0.00008029 ,0.00021653 ,0.00008592 ,0.00002430 ,0.00010288 ,0.00013868 ,0.00001297 ,0.00020000 ,0.00011220 ,0.00002528 ,0.00006626 ,0.00001142 ,0.00011126 ,0.00016059 ,0.00005196 ,0.00006291 ,0.00037566 ,0.00021023 
-0.00005716 ,0.00006328 ,0.00003505 ,0.00012035 ,0.00008480 ,0.00002489 ,0.00009336 ,0.00017147 ,0.00007971 ,0.00001816 ,0.00021496 ,0.00009387 ,-0.00016375 ,0.00005162 ,0.00008081 ,0.00005424 ,0.00005889 ,0.00003586 ,0.00005484 ,0.00003946 ,-0.00010730 ,0.00009574 ,-0.00006761 ,0.00006789 ,0.00002950 ,0.00002475 ,0.00014532 ,0.00010055 ,0.00005311 ,-0.00000060 ,0.00000921 ,0.00010421 ,0.00007336 ,-0.00001232 ,0.00008491 ,0.00006791 ,-0.00003730 ,0.00009056 ,0.00005952 ,0.00001898 ,0.00004161 ,0.00000565 ,0.00008147 ,0.00015159 ,0.00003314 ,0.00001768 ,0.00013016 ,0.00009253 
0.00004130 ,0.00011172 ,0.00006215 ,0.00037058 ,0.00009290 ,0.00002376 ,0.00028738 ,0.00007971 ,0.00063775 ,-0.00002886 ,0.00050980 ,0.00026559 ,0.00020388 ,0.00009283 ,0.00021460 ,0.00010901 ,0.00010692 ,0.00008598 ,0.00006954 ,0.00010877 ,0.00033151 ,0.00023461 ,0.00013217 ,0.00004092 ,0.00006453 ,0.00014219 ,0.00078088 ,0.00023575 ,0.00013471 ,-0.00005503 ,0.00005226 ,0.00029085 ,0.00009276 ,0.00000507 ,0.00015966 ,0.00009088 ,-0.00007922 ,0.00034207 ,0.00021104 ,0.00000980 ,0.00007913 ,-0.00000255 ,0.00017335 ,0.00026080 ,0.00008174 ,0.00015408 ,0.00046878 ,0.00031564 
0.00006463 ,0.00006794 ,-0.00002125 ,0.00005239 ,-0.00002077 ,0.00019884 ,0.00000004 ,0.00001816 ,-0.00002886 ,0.00024922 ,0.00017946 ,-0.00000919 ,-0.00021623 ,-0.00001045 ,0.00001644 ,0.00004318 ,-0.00002708 ,-0.00001867 ,0.00000043 ,0.00004776 ,0.00004771 ,0.00003507 ,0.00003532 ,0.00006284 ,0.00005258 ,-0.00000118 ,-0.00029161 ,-0.00002577 ,-0.00001627 ,0.00021843 ,-0.00001489 ,-0.00008593 ,0.00000622 ,0.00008296 ,-0.00003543 ,0.00010225 ,-0.00010376 ,0.00002567 ,0.00001670 ,0.00000961 ,0.00000918 ,0.00003102 ,0.00000602 ,-0.00001495 ,-0.00002246 ,0.00009584 ,0.00010934 ,-0.00000169 
